 ,,INFLUENCERS,,CIUDAD / PAÍS,,DÍA,HORARIO DE PUBLICACIÓN,,TIPO DE PUBLICACIÓN,,,,MONETIZACIÓN,,,NÚMERO DE REACCIONES,,,PERSONAS EXPUESTAS (ROL),,,,,,,,,,PLANO PARA TOMAR FOTO/VIDEO,ELEMENTOS TECNOLÓGICOS,DESCRIPCIÓN
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California","Estados Unidos, Los Ángeles, California",Viernes,4:00 P.M.,7:00 P.M.,,,X,,X,,,6.799.072M,,39.066K,,,,,,X,X,,,,Plano americano,"disfraz picapiedra/ primitivo, collar perla, peluca, hueso.",This family pic was such a challenge because Chicago was so scared of Dino! LOL We tried to explain and show her that it was just daddy but she didn’t get the concept yet! So shout out to the photographer for editing her in & making our family Flintstones dreams come true!
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Viernes,5:00 P.M.,8:00 P.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano completo,Indumentaria y piercing,Video de la una chica que la acompaña y le dice que puede hacer lo que ella quiera ahora liberar tensión
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Sábado,7:00 P.M.,10:00 P.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano medio corto,Disfraz y esmalte de uñas,Video de su hija mayor disfrazada de la mascota de los picapiedras
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Sábado,7:00 P.M.,10:00 P.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano medio corto,Disfraz y esmalte de uñas,Video de su hija mayor sacando su rostro por un orificio del disfraz para que salude
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Sábado,7:00 P.M.,10:00 P.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano completo,Disfraz,Video de su hija mayor introducida totalmente en él disfraz mientras se cae
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Domingo,7:00 A.M.,10:00 A.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano medio inferior,Indumentaria (leggings y tenis) y escaladora,"Video boomerang de ella haciendo subiendo escaleras, con un texto que dice ¨A morning workout after a night workout is the best!!!¨"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Domingo,7:00 A.M.,10:00 A.M.,X,,,,X,,,,,,,,,,,X,X,,,,Plano completo,"Indumentari (disfraz, pantalón, camisetas, medias, tenis, chaqueta, enterizo), antifaz, guitarra y tocados de plumas","Foto de sus hijos con un gorila azul, el doble de grande"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Domingo,7:00 A.M.,10:00 A.M.,X,,,,X,,,,,,,,,,,X,X,,,,Plano completo,"Indumentari (disfraz, pantalón, camisetas, medias, tenis, chaqueta, enterizo), antifaz, guitarra y tocados de plumas","Foto de sus hijos (Chicago, Saint y Psalm) con un gorila azul, el doble de grande, (Kanye)"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Domingo,8:00 A.M.,11:00 A.M.,,X,,,,X,,,,,X,,,,,,,,,,Plano completo,Indumentaria,"Video captura de @aliceandolivia haciendo yoga en un salón, con un texto que dice ¨Sunday morning #yoga #hastaga in @skims!! They're so comfortable to practice in! @kimkardashian"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Domingo,8:00 A.M.,11:00 A.M.,X,,,,X,,,,,,,X,X,,,,,,,,Plano completo,"Disfraz, joyería, tocados, máscaras, prótesis y lentes",Foto de ella con sus hijos y marido disfrazados de insectos
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Domingo,8:00 A.M.,11:00 A.M.,X,,,,X,,,,,,,X,,X,,,,,,,Plano completo,"Disfraz, joyería, tocados, máscaras, prótesis y lentes",Foto de ella con su esposo disfrazados de insectos
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Domingo,8:00 A.M.,11:00 A.M.,X,,,,X,,,,,,,,,,,X,X,,,,Plano completo,"Disfraz, joyería, tocados, máscaras, prótesis y lentes",Foto de su hija mayor y su esposo disfrazados de insectos
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Domingo,8:00 A.M.,11:00 A.M.,X,,,,X,,,,,,,X,,,X,,,,,,Plano completo,"Disfraz, joyería, tocados, máscaras, prótesis y lentes",Foto de ella con su hija mayor disfrazadas de insectos
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Domingo,8:00 A.M.,11:00 A.M.,X,,,,X,,,,,,,,,,,X,,,X,,Plano completo,"Disfraz, joyería y tocados",Foto de su hija mayor disfrazado de insecto
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Domingo,8:00 A.M.,11:00 A.M.,X,,,,X,,,,,,,,,,,X,,,X,,Plano medio,"Disfraz, joyería y tocados",Foto de perfil de su hija mayor disfrazado de insecto
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Domingo,8:00 A.M.,11:00 A.M.,,X,,,X,,,,,,,X,X,,,,,,,,Plano completo,"Disfraz, joyería, tocados, máscaras, prótesis y lentes","Video de la sesión de fotos de ella, sus hijos y esposo disfrazados de insectos"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Domingo,12:00 P.M.,3:00 P.M.,X,,,,X,,,,,,,X,,,X,,,,,,Plano medio corto,Indumentaria (camisa y pantalones) y diademas,"Foto de ella con su dermatóloga después de hacerle un tratamiento con filtro de corazones encima de la cabeza, con un texto que dice ¨Amazing facial with @toska_eureanspa"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Domingo,12:00 P.M.,3:00 P.M.,,X,,,X,,,,,,,,,,,,,,,X,,,Video de un paisaje de una carretera
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Domingo,12:00 P.M.,3:00 P.M.,,X,,,X,,,,,,,,,,,,,,,X,,,"Video de un paisaje de una carretera con molinos del viento, con un texto ¨Road tripping today¨ con música de fondo"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Domingo,12:00 P.M.,3:00 P.M.,,X,,,X,,,,,,,,,,,,,,,X,,,Video de un paisaje de una carretera con música de fondo
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Domingo,12:00 P.M.,3:00 P.M.,,X,,,X,,,,,,,,,,,,,,,X,,,"Video de un paisaje de una carretera con molinos del viento, con un texto ¨Kourtney`s mix¨"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Domingo,,5:00 P.M.,X,,,,X,,,,,,,,,,,X,,,X,,Plano completo,Bikini y sofá,Foto de un postal de navidad de su hermana Kendall Jenner
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Domingo,,5:00 P.M.,X,,,,,X,,,,,,X,,X,,,,,,,Plano medio corto y medio,Indumentaria y maquillaje,"Video promocional de la nueva temporada de KUWTK, con un texto que dice ¨Tonight on KUWTK¨ en el canal E"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Domingo,,5:00 P.M.,,X,,,,X,,,,,,,,,,X,,,X,,Plano medio y americano,Indumentaria y maquillaje,"Video promocional de la nueva temporada de KUWTK, donde @klhoekardashian baila con la ropa de Skim (@klhoekardashian @skims) en el canal E"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Domingo,,5:00 P.M.,,X,,,,X,,,,,,X,X,,,,,,,,Plano medio corto y medio,Indumentaria y maquillaje,"Video promocional de la nueva temporada de KUWTK, donde ella habla con su ex cuñado y su hermana Kourtney son su viaje a Costa Rica y lo mucho que le gustaría vivir a su hija mayor ahí, en el canal E"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California","Estados Unidos, Los Ángeles, California",Domingo,,5:00 P.M.,,,X,,,X,,3.806.819M,,28.812K,,,,,,X,X,,,,Plano completo,disfraz de moluscos en fondo negro,West Worms 🐛 🐛🐛🐛🐛🐛
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California","Estados Unidos, Los Ángeles, California",Domingo,,5:00 P.M.,,,,X,,X,,,3.806.819M,28.812K,,,,,,X,X,,,,Plano completo,disfraz de moluscos en fondo negro,West Worms 🐛 🐛🐛🐛🐛🐛
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California","Estados Unidos, Los Ángeles, California",Domingo,,5:00 P.M.,,,X,,,X,,1.742.718M,,5.219K,,X,,,X,,,,,,Plano completo,"vestido, maquillaje y joyería",Glow Worm
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California","Estados Unidos, Los Ángeles, California",Domingo,,5:00 P.M.,,,X,,,X,,2.240.383M,,7.782K,,,,,,X,X,,,,Plano completo,disfraz de moluscos en fondo negro,A bugs life! 🐛🦟🐜 My costume glowed Kanye’s costume moved and was all anamatronics
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California","Estados Unidos, Los Ángeles, California",Domingo,,5:00 P.M.,,,X,,,X,,2.240.383M,,7.782K,,,,,,X,X,,,,Plano completo,disfraz de moluscos en fondo negro,A bugs life! 🐛🦟🐜 My costume glowed Kanye’s costume moved and was all anamatronics
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California","Estados Unidos, Los Ángeles, California",Domingo,,5:00 P.M.,,,X,,,X,,2.240.383M,,7.782K,,,,,,X,X,,,,Plano completo,disfraz de moluscos en fondo negro,A bugs life! 🐛🦟🐜 My costume glowed Kanye’s costume moved and was all anamatronics
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California","Estados Unidos, Los Ángeles, California",Domingo,,5:00 P.M.,,,X,,,X,,2.240.383M,,7.782K,,,,,,X,X,,,,Plano medio,disfraz de moluscos en fondo negro,A bugs life! 🐛🦟🐜 My costume glowed Kanye’s costume moved and was all anamatronics
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California","Estados Unidos, Los Ángeles, California",Domingo,,5:00 P.M.,,,X,,,X,,2.240.383M,,7.782K,,X,,,X,,,,,,Plano completo,disfraz de moluscos en fondo negro,A bugs life! 🐛🦟🐜 My costume glowed Kanye’s costume moved and was all anamatronics
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California","Estados Unidos, Los Ángeles, California",Domingo,,5:00 P.M.,,,X,,,X,,2.817.911M,,13.734K,,,,,,X,X,,,,Plano completo,disfraz de músico del rock y guitarra ,The movie Sing The movie Sing 
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California","Estados Unidos, Los Ángeles, California",Domingo,,5:00 P.M.,,,X,,,X,,2.012.606M,,4.297K,,X,,,X,,,,,,Plano medio,lentes y maquillaje ,My baby Kenny @kendalljenner Happy Birthday. You are the sweetest doll in the world. I wish you a lifetime of love and happiness! I love you so much and can’t wait to celebrate you today.
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Domingo,,5:00 P.M.,,X,,,,X,,,,,,X,,,X,,,,,,Plano medio y completo,Indumentaria y maquillaje,"Video promocional de la nueva temporada de KUWTK, donde ella comenta que todos la necesitan y está tratando de gastar el tiempo adecuado en el trabajo y su familia, en el canal E"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Domingo,,6:00 P.M.,,X,,,,X,,,,,,,,,,X,,,X,,Plano medio corto y medio,Indumentaria y maquillaje,"Video promocional de la nueva temporada de KUWTK, donde su mamá cuenta como está promocionando el producto Skims de Kim a su manera, en el canal E"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Lunes,,12:00 A.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio ,Indumentaria y maquillaje,"Video de ella con sus hermanas y madre haciendo terapia de risas, en un automóvil, con un texto que dice ¨LOL¨"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Lunes,,12:00 A.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano medio corto,Indumentaria y maquillaje,"Video de su madre modulando su risa, con un texto que dice ¨WTF¨"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Lunes,,12:00 A.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio ,Indumentaria y maquillaje,"Video de ella con sus hermanas, madre y familia haciendo risas y gritos de bruja"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Lunes,,12:00 A.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio ,Indumentaria y maquillaje,"Video de ella con sus hermanas, madre y familia haciendo cantando"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Lunes,,12:00 A.M.,X,,,,X,,,,,,,,,,,X,,,X,,Plano medio corto,,Foto encima de un pastel de cumpleaños de su hermana Kendall desnuda
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Lunes,,12:00 A.M.,X,,,,X,,,,,,,X,X,,,,,,,,,Indumentaria y maquillaje,Foto de fotos do donde aparece su hermana Kendall con sus parientes cercanos
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Lunes,,1:00 A.M.,,X,,,X,,,,,,,X,X,,,,,,,,Plano medio,Indumentaria y maquillaje,"Video de ella con su familia  y amigas, en un avión, haciendo terapia de risas, con un texto que dice ¨It won´t to spot¨"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Lunes,,1:00 A.M.,,X,,,X,,,,,,,X,X,,,,,,,,Plano medio,Indumentaria y maquillaje,"Video de ella con su familia  y amigas, en un avión, cantando mientras su hermana menor (Kylie) graba"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Lunes,,1:00 A.M.,,X,,,X,,,,,,,X,X,,,,,,,,Plano americano,Indumentaria y maquillaje,"Video de ella con su familia  y amigas, en un avión, cantando y bailando"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Lunes,,1:00 A.M.,X,,,,X,,,,,,,,,,,X,X,,,,Plano medio,Indumentaria y maquillaje,"Foto de su hermana Kendall Jenner, con sus amigos en un carro convertible"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Lunes,,1:00 A.M.,,X,,,X,,,,,,,,,,,X,X,,,,Plano medio,Indumentaria y maquillaje,"Video de su hermana Kendall Jenner, con sus amigos en un carro convertible haciendo drift, con música de fondo"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Lunes,,1:00 A.M.,X,,,,X,,,,,,,,,,,X,X,,,,Plano medio,Indumentaria y maquillaje,"Video de su hermana Kendall Jenner, haciendo drift con un carro pagani, con música de fondo, con un texto que dice ¨Goooo @kendalljenner¨"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Lunes,,2:00 P.M.,X,,,,,X,,,,,X,,,,,,,,,,Plano americano,Indumentaria y maquillaje,"Foto de ella con un marco de cristal, con una cuenta regresiva de KKW fragancia diamonds launch"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Martes,,11:00 A.M.,,X,,,,X,X,,,,X,,,,,,,,,,Plano medio corto y detalle,Indumentaria y maquillaje,Video promocional de ella con @7hollywood_mag y @manfredthierrymugler
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Martes,,11:00 A.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio corto ,"Indumentaria (camisa cuello alto), peluca y maquillaje",Foto de ella con su madre
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Martes,,11:00 A.M.,X,,,,X,,,,,,,X,,,X,,,,,,Plano medio corto ,"Indumentaria (esqueleto), peluca, joyeria y maquillaje",Foto de ella con su madre
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Martes,,11:00 A.M.,X,,,,X,,,,,,,,,,,X,,,X,,Plano completo,"Indumentaria (vestido largo y tacones stiletto), bolso de mano, joyeria y maquillaje ",Foto de su madre mostrando su outfit
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Martes,,11:00 A.M.,X,,,,X,,,,,,,,,,,X,,,X,,Plano completo,"Indumentaria (vestido largo y tacones stiletto), micrófono , joyeria y maquillaje ","Foto de su madre con una cantante en el escenario, elevando las manos"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Martes,,12:00 P.M.,X,,,,X,,,,,,,X,,,X,,,,,,Plano medio corto ,"Indumentaria (camisa cuello alto), peluca y maquillaje","Foto de ella con su madre, con un texto que dice ¨Happy birthday @krisjenner¨"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Martes,,12:00 P.M.,,X,,,,X,,,,,,,,,,,,,,X,,Productos de maquillaje,"Video de fotos de productos (Liquid concealers, baking powders, brightening powdera, conciler brush |), con un texto que dice ¨Celbrate Kris Jenner´s birthday with 25% off her beauty must-haves. Ens tonight at 11:59 PM PST¨"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Martes,,12:00 P.M.,X,,,,X,,,,,,,X,,,X,,,,,,Plano medio,"Indumentaria (traje de falda, esqueleto, vestido tubo manga larga), joyeria, maquillaje y smartphone",Foto de ella y su madre riendo en la inauguración de la marca ¨Kylie Jenner Cosmetics¨
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Martes,,2:00 P.M.,X,,,,X,,,,,,,X,,,X,,,,,,Plano medio corto ,Indumentaria ( buzo),"Foto de ella, su madre y hermanas en una montaña rusa de la película Cars"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Martes,,2:00 P.M.,,X,,,,X,,,,,,X,,,X,,,,,,Plano completo y detalle,"Indumentaria (trusa enteriza con tacones), maquillaje y uñas acrilicas","Video de ella firmando unos posters con de su nueva fragancia con sus hermanas (@kourtneykardash @khoelkardashian @kkwfragance), mientras dice ¨Son unos posters de la vieja escuela que se enviaran con las cajas cuando estén listas¨"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Martes,,2:00 P.M.,,X,,,,X,,,,,,X,,,X,,,,,,Plano completo y detalle,"Indumentaria (trusa enteriza con tacones), maquillaje y uñas acrilicas","Video de ella firmando los posters, con un texto que dice ¨KKW fragrance by Kourtney x Kim x Khloe. Launches 11.8 at 12 PST¨"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Martes,,2:00 P.M.,,X,,,,X,,,,,,X,,,X,,,,,,Plano completo y detalle,"Indumentaria (trusa enteriza con tacones), maquillaje y uñas acrilicas","Video de ella firmando los posters (@kourtneykardash @khoelkardashian @kkwfragance), con un texto que dice ¨Launches 11.8 at 12 PST¨,mientras ella dice que ¨Está muy emocionada y solo imprimieron 100 posters para las primeras compras¨"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Martes,,4:00 P.M.,,X,,,,X,,,,,,X,,,X,,,,,,Plano medio corto y americano,"Indumentaria (enterizo, falda tubo, botas,traje, top), maquillaje, joyeria y uñas acrilicas","Video de ella y sus hermanas en una entrevista, donde les preguntan cómo hicieron la la imagen de la marca y por que esos envases, lo que ella responden que todo fue dirigido por Khloe. con un texto que dice ¨¨ MY sisters and Ihad so much fun stopping by @therealdaytime to talk about our new fragance collab whick lauches this Friday at 12pm pst!¨"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Martes,,7:00 P.M.,,X,,,,X,,,,,,X,,,X,,,,,,Plano completo y detalle,"Indumentaria (trusa enteriza con tacones), maquillaje y uñas acrilicas",Video de su hermana Kourtney firmando los posters
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Martes,,7:00 P.M.,,X,,,,X,,,,,,X,,,X,,,,,,Plano completo y medio corto,"Indumentaria (trusa enteriza con tacones), maquillaje y uñas acrilicas",Video de su hermana Khloe firmando los posters
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Martes,,8:00 P.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano completo y americano,"Indumentaria, maquillaje, joyeria y lentes de sol","Video de ella, su familia y amigas siendo grabada y fotografiando, donde da la orden de que abran unos sobre que tienen todas en sus manos"
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Martes,,8:00 P.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano completo y americano,"Indumentaria, maquillaje, joyeria y lentes de sol",Video de su madre llorando por la sorpresa de que le dio su hija de un viaje a París para un brunch
GLOBAL,INFLUENCER,Kimberly Kardashian,38,"Estados Unidos, Los Ángeles, California",,Martes,,8:00 P.M.,,X,,,X,,,,,,,,,,,,,,,X,Plano medio,"Indumentaria (camisa y pantalón), joyeria y maquillaje",Video de ella mientras la felicitan por su sorpresa
GLOBAL,INFLUENCER,Kylie Jenner,22,"Estados Unidos, Los Ángeles, California",,Miércoles,,10:00 A.M.,X,,,,X,,,,,,,,,,,,,,,X,,,Texto que dice ¨My annual Halloween sale starts NOW at KylieCosmetics.com¨Swipe up
GLOBAL,INFLUENCER,Kylie Jenner,22,"Estados Unidos, Los Ángeles, California","Estados Unidos, Los Ángeles, California",Miércoles,,7:00 A.M.,,X,X,,X,X,,"5,643,683M",,22.610K,,X,,,X,,,,,,Plano medio,Indumentaria orejitas i disfras de conejita con maquillaje,Verificado 🐰🖤
GLOBAL,INFLUENCER,Kylie Jenner,22,"Estados Unidos, Los Ángeles, California",,Miércoles,,10:00 A.M.,,X,,,,X,,,,,,,,,,,,,,X,,Labiales matte y con glitter,"Animación de fotos de labiales mates y con glitter dorado, un texto de acompañamiento que dice¨ KYLIE spend 40$ pick one treat / spend 60$ pick two treat/spend 80$ pick three treat/spend 100$ pick four treat / shop if you dare/ swipe up / ENDS; 10.31.19 AT 11:59 P.M. PST. NOT VALID ON KYLIE COSMETICS APP"
